date,channel,impressions,clicks,spend,conversions,revenue
2023-12-31,Paid Social,143411,1576,1160.73,36,2120.36
2023-11-02,Paid Search,85157,3360,3977.41,98,8130.72
2023-11-11,Paid Search,67730,2319,2859.88,93,6272.61
2024-10-22,Paid Social,117983,1369,1007.13,25,1594.24
2024-05-17,Email,20412,511,31.16,23,1926.4
2023-10-11,Paid Search,57787,2528,3285.07,117,9151.61
2024-02-08,Paid Social,84461,1053,738.77,20,1258.03
2024-08-13,Paid Search,50160,1893,2218.69,52,3278.48
2023-11-22,Display,205393,697,698.92,15,773.63
2023-02-02,Paid Search,43085,1402,1994.71,50,4241.11
2024-06-15,Paid Search,50695,1823,2027.42,71,5792.8
2024-10-16,Display,184467,797,-381.15,10,661.6
2023-08-29,Paid Search,44248,1475,1830.52,58,4239.05
2023-02-25,Paid Social,79568,1030,741.55,24,1623.09
2024-01-07,Social,97079,1166,721.53,21,1310.52
2023-05-18,Paid Social,74094,995,692.0,19,1167.7
2024-11-13,Paid Social,145972,1924,1132.7,38,2573.52
2023-06-23,Display,111985,418,206.35,4,278.77
2023-12-06,Paid Search,91657,3062,4443.13,94,7482.83
2024-02-22,Email,16307,397,24.78,21,1986.41
2024-11-20,Email,27337,769,49.04,38,3577.5
2024-01-06,Video,48599,399,340.8,6,385.7
2024-01-05,Display,122898,497,284.23,5,329.65
2024-09-23,Video,45945,389,358.91,6,451.86
2023-12-22,Email,21741,606,38.46,36,2946.41
2024-10-21,Paid Social,145534,2101,1586.98,47,2992.94
2024-05-13,Paid Search,70707,2307,2943.34,82,7133.05
2023-10-08,Paid Search,66328,2247,2652.74,83,6108.79
2023-08-06,Paid Search,44111,1342,1423.32,59,4476.41
2024-01-18,Display,114681,457,232.34,4,226.64
2024-09-01,Display,162752,519,257.6,6,409.32
2024-03-16,Paid Social,107547,1395,1267.28,43,3187.88
2023-08-20,Display,140356,519,236.35,5,306.74
2024-08-12,Video,49740,439,396.84,10,655.38
2023-08-18,Video,48667,346,322.84,5,370.37
2023-04-01,Email,13332,291,18.93,15,1534.53
2023-08-22,Video,40712,312,285.53,4,283.84
2023-12-23,Paid Search,86997,3074,3035.55,106,8856.65
2023-05-21,Paid Social,96952,1266,860.86,24,1896.77
2024-01-24,Email,21833,425,25.98,22,1892.34
2023-07-19,Display,128071,445,233.97,4,232.19
2023-11-23,Display,133774,531,522.8,12,637.95
2024-07-17,Paid Social,100906,1241,880.15,21,1147.12
2024-11-22,Paid Social,123406,1635,1256.48,34,1903.28
2024-07-24,Email,14079,375,23.22,19,1629.16
2023-07-17,Paid Social,99286,1121,842.0,22,1423.96
2023-08-29,Paid Social,99190,1028,683.48,19,1207.73
2024-11-11,Video,57056,444,417.41,7,451.53
2024-02-09,Paid Social,84966,865,624.33,18,1273.76
2023-12-29,Paid Search,69523,1997,2449.47,80,6347.1
2024-06-03,Video,45403,371,343.93,6,426.69
2024-08-19,Paid Search,57200,2337,2760.85,97,6629.49
2023-01-13,Paid Search,36269,1228,1492.91,54,4522.48
2024-04-30,Paid Search,71783,3102,3554.52,124,11605.05
2024-04-18,Email,19688,433,30.12,17,1295.31
2024-02-09,Email,16377,397,24.03,21,1978.38
2024-01-04,Video,34428,260,260.19,4,261.37
2024-09-29,Paid Search,50998,1618,1832.45,61,4152.13
2024-07-22,Display,123918,549,291.71,6,355.56
2024-10-05,Paid Social,130511,1759,1211.65,34,1957.68
2024-06-04,Email,16180,458,29.86,17,1710.44
2024-06-08,Paid Search,49995,1634,2217.41,67,4945.33
2023-04-28,Paid Social,92552,1020,656.55,18,1196.28
2023-11-20,Display,196492,786,680.6,14,757.84
2023-03-06,Display,144580,481,,4,255.38
2023-01-07,Paid Social,84723,901,652.64,27,2008.7
2024-12-08,Paid Search,74602,2868,3350.61,131,9419.05
2024-07-16,Paid Social,79859,1025,725.94,30,2255.92
2023-09-14,Display,130655,481,242.01,5,285.93
2023-09-26,Video,59111,418,381.8,6,438.07
2024-03-29,Paid Search,66230,2463,2905.37,75,5589.52
2023-11-09,Display,214407,993,427.28,11,630.31
2023-09-29,Paid Social,108578,1147,717.17,29,1952.45
2023-02-01,Display,122627,471,251.86,5,313.8
2023-06-26,Email,18896,522,32.41,30,2880.27
2024-02-22,Video,36267,292,240.72,4,271.6
2023-04-10,Paid Search,62000,1807,2110.96,54,3627.09
2024-07-22,Email,15443,397,23.69,20,1803.54
2023-08-02,Display,137994,461,221.99,5,351.5
2024-10-23,Display,187023,660,306.5,8,477.67
2024-07-21,Paid Social,117285,1350,865.76,27,1775.83
2023-11-12,Display,234957,925,442.63,12,656.91
2024-07-28,Paid Social,118784,1563,1127.52,38,1953.53
2023-12-03,Paid Social,142182,1847,1388.57,39,2838.67
2024-03-11,Display,153490,558,335.93,8,412.82
2023-06-28,Email,16007,421,23.88,25,1914.59
2023-06-15,Video,40584,274,240.48,4,252.26
2024-05-11,Display,170547,734,317.16,6,345.36
2023-11-21,Video,80694,607,1165.47,18,1481.89
2023-07-30,Paid Search,38956,1336,1617.32,77,5233.22
2023-01-30,Display,111778,518,247.36,5,288.48
2024-04-02,Video,55962,400,340.92,6,447.54
2024-07-18,Video,43511,323,297.05,5,325.86
2024-04-26,Email,17583,346,21.84,20,1982.45
2024-10-08,Paid Social,120422,1427,919.85,28,2010.22
2024-05-14,Video,61803,551,562.99,9,645.69
2023-01-26,Video,34281,264,236.37,3,204.66
2023-07-08,Email,10853,237,19.67,17,1294.17
2024-08-15,Video,49599,409,350.17,6,383.75
2023-11-17,Display,198440,680,306.96,7,451.48
2024-11-01,Email,29336,721,47.47,37,3227.3
2024-08-21,Email,19931,523,33.91,21,1828.23
2023-09-19,Paid Social,91008,1163,830.85,22,1340.06
2024-01-23,Paid Search,60841,2122,2320.37,77,5543.34
2024-10-18,Video,61082,441,410.7,7,421.45
2023-08-27,Email,12281,320,22.26,13,1089.86
2023-11-10,Video,71732,593,612.12,9,721.72
2024-05-22,Email,18260,352,23.02,16,1582.7
2024-03-12,Paid Social,78173,1029,880.4,27,1521.66
2023-08-26,Video,45011,334,297.56,5,299.0
2024-10-26,Paid Social,106263,1349,985.37,36,1997.42
2024-05-12,Paid Social,145155,1805,1478.23,36,2574.05
2024-12-06,Paid Search,117382,4270,4609.17,136,10489.68
2023-02-11,Video,51385,388,358.45,7,434.53
2023-01-18,Paid Social,60780,676,412.75,15,1290.01
2024-08-09,Email,19660,482,32.74,19,1838.51
2023-03-05,Video,47872,368,327.8,5,353.75
2024-06-07,Paid Search,55571,1944,2513.06,69,6352.18
2023-07-23,Paid Search,39910,1404,1648.29,53,4398.29
2023-04-19,Email,19474,438,29.22,22,1840.45
2024-10-26,Paid_Search,53273,1807,2197.3,81,6919.98
2023-01-28,Display,128341,524,289.5,6,348.27
2024-09-16,Display,181279,725,393.34,7,338.41
2024-03-20,Email,15244,421,23.66,29,2917.16
2023-03-15,Email,15236,437,30.38,20,1740.09
2023-06-26,Video,41501,297,238.14,5,334.41
2024-12-23,Video,97723,807,692.57,12,828.43
2023-04-13,Paid Social,95153,1019,657.18,20,1367.15
2023-02-28,Paid Social,80238,1097,655.93,22,1424.28
2024-01-08,Paid Search,54044,1697,2280.02,79,6343.24
2023-11-05,Paid Social,155221,1876,1195.69,34,2161.99
2024-05-03,PaidSearch,64466,2389,2652.41,107,9058.62
2023-09-12,paid_social,112507,1522,1093.28,38,2745.27
2024-06-26,Display,141529,590,294.79,5,328.57
2023-11-24,Email,30252,881,93.35,86,8058.56
2024-01-01,Email,14512,380,24.04,21,1847.73
2023-03-23,Display,111879,510,278.93,5,252.21
2024-08-10,Video,62687,568,541.67,7,440.97
2023-08-01,Video,46022,356,401.59,4,273.19
2024-07-25,Paid Social,85880,962,696.05,19,1018.49
2024-07-26,Video,51621,379,368.8,5,357.54
2023-11-28,Display,204548,791,386.27,8,414.44
2024-09-25,Email,21185,427,26.21,21,1655.33
2023-06-11,Paid Social,104386,1246,951.39,23,1649.95
2023-06-18,Video,50173,410,326.62,7,504.17
2024-04-16,Display,154935,574,309.74,6,388.44
2023-08-13,Paid Search,49010,1716,1939.31,66,5054.05
2024-02-25,Display,122284,510,243.31,4,284.5
2024-10-13,paid_social,142868,1616,1194.92,45,2485.14
2024-08-10,Paid Search,37360,1096,1473.62,41,2966.71
2023-06-22,Paid Search,48022,1455,1737.86,59,4293.66
2023-07-10,Paid Social,84447,912,708.2,15,933.77
2024-06-09,Paid Social,119554,1855,1364.8,31,2072.6
2023-04-21,Paid Search,58252,2156,2649.28,117,9046.86
2024-08-05,Paid Search,54329,2297,2756.15,66,5335.3
2023-04-08,Display,121079,457,212.65,6,319.02
2024-12-15,Email,24742,520,30.36,26,2208.85
2023-08-17,Display,141117,536,246.81,6,338.45
2024-04-13,Video,59533,514,454.34,9,703.09
2023-09-13,Paid Search,59640,1966,2685.66,83,6334.38
2024-02-16,Display,108564,469,260.96,4,263.65
2024-03-31,Paid Search,37562,1157,1614.54,43,2750.38
2023-11-27,Video,60350,568,870.34,16,1111.9
2023-02-13,Video,37760,277,255.97,4,280.22
2024-10-20,Paid Social,153271,2236,1663.23,55,3859.91
2024-12-19,paid search,97022,3886,5385.88,166,12469.45
2024-06-25,Display,133847,546,293.48,5,284.32
2024-04-16,Video,48541,471,431.43,8,569.25
2024-04-09,Paid Social,103011,1188,794.88,22,1242.92
2024-11-22,Video,76978,659,601.78,10,672.62
2023-04-29,paid search,43347,1555,2158.69,49,3362.44
2024-11-01,Video,81848,647,647.72,8,753.64
2023-02-06,Paid Social,82873,1054,729.7,20,1278.14
2023-01-23,Video,24851,253,231.06,4,321.06
2023-01-22,Display,95901,375,176.55,4,204.46
2023-03-11,Video,52250,439,375.57,7,440.89
2024-05-02,Display,171177,581,272.42,6,363.84
2024-08-23,Paid_Search,67247,2521,3540.5,80,6076.59
2023-01-09,Paid Search,48459,1791,2037.77,74,5839.75
2024-10-07,Email,27550,661,39.12,29,2718.82
2024-08-24,Display,132110,599,301.32,7,422.64
2023-10-18,Paid Social,96194,1262,856.96,24,1657.92
2024-11-30,Video,71332,585,878.79,18,1165.64
2024-02-20,Display,143566,590,279.07,6,345.68
2023-07-16,Video,46388,433,389.78,6,458.15
2024-12-29,Display,273430,1068,586.59,13,707.18
2024-10-17,Video,54512,508,449.79,7,
2023-04-23,Video,58873,534,495.3,7,509.53
2023-10-03,Paid Search,66700,2468,3003.9,103,9309.58
2023-08-09,Email,16753,441,24.59,21,1753.87
2023-04-21,Video,45242,331,311.95,5,409.37
2024-09-24,Paid Social,110861,1260,878.13,26,1588.98
2024-11-28,Display,174283,671,591.82,11,714.14
2024-03-18,Paid Search,66018,2548,3390.46,133,9513.02
2024-12-05,Paid Social,189881,2382,1653.12,52,3405.04
2024-09-11,Display,152666,696,351.99,8,478.21
2023-01-06,Paid Social,67869,861,609.33,16,936.32
2023-05-01,Email,14380,373,21.96,15,1216.19
2024-04-22,Display,157597,603,325.48,6,413.26
2024-01-18,Video,36081,265,264.18,5,367.12
2023-09-06,Email,15834,455,30.11,24,2172.13
2023-06-09,paid_social,81131,950,597.2,20,1378.99
2024-12-11,Paid Social,146051,1994,1483.87,36,2349.34
2024-11-21,Display,215598,872,448.78,7,429.13
2023-08-30,Display,99242,325,162.54,3,181.18
2023-06-09,Display,105118,452,,3,160.23
2023-07-04,Paid Social,86048,944,761.17,25,1753.48
2023-08-07,Email,14610,413,28.69,29,2564.88
2023-01-25,Paid Search,39420,1405,1715.94,69,5850.76
2023-06-20,Display,121143,568,258.91,6,433.06
2023-02-27,Paid Search,46110,1657,1996.76,63,4863.41
2023-11-28,Video,65379,484,508.22,6,512.84
2023-07-10,Paid_Search,40587,1486,1852.64,50,3631.94
2024-06-23,Email,13549,340,19.24,16,1601.51
2023-03-12,Paid Social,95105,1106,803.84,20,1460.81
2023-01-05,Social,92763,1002,736.53,18,1179.36
2024-05-07,Paid Search,55025,1689,2001.89,57,4144.28
2024-01-15,Email,13403,344,19.78,15,1498.26
2023-01-19,Email,13942,330,19.8,13,1309.27
2024-10-02,Paid Search,66544,2616,3063.24,123,10014.5
2023-01-03,Paid Search,49154,1860,2243.82,88,7192.52
2023-09-06,Paid Social,97080,1239,958.91,26,1616.33
2023-08-17,Paid Social,76865,955,715.32,18,1121.2
2023-05-22,Paid Search,50962,1628,2042.87,63,5242.7
2024-11-25,Email,25113,628,75.7,66,6242.04
2023-10-31,Video,54848,394,,6,383.07
2024-09-04,Paid Search,76366,2727,3987.91,112,8486.24
2024-01-18,Paid Social,88094,1209,768.04,24,1590.87
2023-03-20,Video,46674,401,346.46,5,295.62
2024-04-15,Email,22413,590,41.25,33,2816.83
2024-01-12,Email,15212,438,28.67,21,2160.78
2024-03-23,Video,46385,339,295.85,5,355.39
12/04/2024,Email,27668,634,37.13,22,1723.98
2024-07-22,Paid Search,54985,2147,2698.85,96,7006.53
2023-10-12,Paid Social,106392,1331,936.93,30,1820.8
2024-07-26,Paid Search,47093,1756,1979.19,111,7766.94
2023-05-26,Paid Social,119823,1484,1079.02,27,1886.45
2024-04-21,Video,58046,524,470.64,7,406.57
2024-05-22,Video,49804,441,403.46,7,497.09
2024-06-13,Video,48159,301,238.14,4,257.97
2024-07-23,Display,152730,694,354.95,7,443.99
2023-11-28,Paid Social,110878,1200,873.72,23,1491.05
2024-05-19,Display,155509,677,326.54,7,388.9
2024-12-20,Paid Social,143739,1645,1065.88,32,2101.34
2024-04-11,Video,49334,371,285.56,6,408.87
2023-12-20,Paid Social,162302,1727,1191.77,34,2373.93
2023-10-15,Display,125145,576,296.6,6,279.55
2024-07-25,Video,53289,517,442.51,10,567.38
2024-03-02,Paid Search,54414,2406,2801.19,101,7273.18
2023-07-26,Email,13902,303,19.55,14,1355.12
2023-09-25,Display,137924,545,284.9,5,282.31
2024-08-25,Paid Search,69191,2338,2712.65,95,8178.88
2023-03-06,Paid Social,91107,1128,773.73,25,1755.99
2023-08-12,Email,12541,300,17.73,13,1084.87
2024-10-10,Video,62585,518,418.83,7,494.8
2024-05-24,Paid Social,127222,1405,994.99,27,1743.98
2023-08-01,Paid Social,103432,1354,921.04,28,1848.39
2023-01-24,Video,38054,328,285.36,4,296.18
2024-02-28,Paid Search,53241,1875,2269.44,77,6488.38
2023-05-11,Email,15261,378,26.37,16,1502.58
2023-01-20,Paid Search,37401,1147,1270.86,49,3491.13
2024-08-01,Paid Search,52143,1904,2267.68,69,5037.13
2023-10-06,Paid Search,58956,2392,2748.48,103,6662.94
2023-06-01,Paid Search,61490,1963,2522.37,86,7011.53
2023-12-09,Email,26193,690,42.6,56,5031.08
2024-01-14,Paid Search,50935,1648,1805.67,48,3645.57
2024-10-05,Email,16523,485,25.66,20,1803.59
2024-04-16,Email,17442,447,26.76,27,2165.29
2024-06-17,Video,44702,401,361.29,5,343.88
2023-08-10,Video,38344,247,212.19,4,311.49
2023-03-16,Display,123895,523,259.01,4,215.32
2024-08-18,Email,16042,372,24.03,19,1640.29
2024-12-18,Paid Search,124523,3934,-4798.17,140,10338.71
2024-09-28,Video,59528,484,376.89,5,326.54
2024-01-22,Paid Search,40819,1372,1536.54,67,4565.99
2024-03-22,Paid Search,63720,2002,2167.37,102,7254.18
2024-08-04,Display,137151,550,237.41,6,353.66
2024-12-03,Email,33281,771,47.72,33,2922.57
2024-10-19,Video,82520,764,644.94,10,736.61
2023-11-29,Video,61606,521,521.73,9,602.38
2024-03-02,Display,149026,517,235.92,4,264.39
2023-05-23,Paid Search,57220,2148,2372.76,86,6568.15
2024-12-27,Display,186205,935,458.86,10,503.48
2024-08-24,Social,135806,2081,1173.12,41,2480.13
2024-07-22,Video,43869,327,281.79,5,391.68
2024-11-10,Display,197994,640,303.18,7,403.3
2024-03-27,Paid Search,52243,1890,2313.2,89,7335.18
2024-03-09,Social,105939,1113,788.27,22,1183.69
2024-01-01,Paid Social,89347,1017,712.84,25,1761.66
2023-06-29,Email,13698,338,18.96,14,1155.96
2023-05-06,Display,131724,499,256.48,5,313.16
2023-05-16,Video,48596,472,397.67,5,324.0
2024-12-28,Email,30060,796,47.04,36,3617.39
2024-06-13,Paid Social,120600,1347,925.12,23,1650.7
2024-01-16,Video,37384,362,336.48,5,309.84
2023-01-04,Paid Social,77589,981,718.58,15,850.94
2024-05-03,Email,21126,622,36.3,22,1732.83
2024-04-01,Paid Search,72032,2524,3308.72,105,8574.3
2024-04-08,Display,167379,510,258.91,6,419.56
2024-11-17,Video,68519,500,454.94,6,439.79
2023-04-21,Paid Social,89193,1071,804.88,25,1570.12
2023-10-19,Email,19820,474,24.61,19,1644.14
2024-10-05,Video,57899,416,382.6,7,471.13
2024-03-06,Video,56429,500,380.52,7,443.44
2023-09-08,Paid Social,113965,1479,958.61,27,1738.43
2024-11-10,Email,17674,449,29.3,23,2000.51
2023-05-23,Video,46018,370,336.94,5,395.35
2023-05-15,Display,120869,494,247.15,4,240.46
2024-10-09,Video,52545,393,345.63,5,310.69
2024-07-06,Display,154202,625,321.6,5,259.21
2023-03-29,Display,125347,546,286.93,4,206.39
2023-03-14,Paid Social,86979,1214,918.19,23,1495.78
2023-08-02,Email,14039,343,22.75,12,1187.06
2023-02-06,Paid Search,56662,2027,,96,7816.03
2024-08-18,Video,56248,486,398.98,6,379.36
2024-07-14,Video,55487,466,460.08,8,569.54
2023-01-29,Video,45755,390,347.61,7,571.73
2024-08-11,Display,133477,515,298.55,6,368.58
2023-05-22,Video,44992,390,405.71,7,497.16
2024-06-10,Paid Social,85579,1162,753.52,24,1431.76
2023-09-25,Video,48998,488,424.33,9,656.71
2023-08-19,Paid Social,81639,1194,796.33,22,1420.62
2024-12-08,Paid Social,169148,1823,1384.12,32,1939.59
2023-04-11,Paid Search,65292,2499,2831.07,80,4639.13
2023-08-30,Email,16305,387,23.34,21,1935.8
2023-12-08,Paid Search,109706,3669,4495.27,171,13121.1
2023-04-26,Email,17178,433,26.82,24,1964.39
2024-05-28,Paid Social,127293,1480,1037.7,33,2150.13
2024-06-24,Paid Search,67156,2103,2698.02,101,8045.88
2023-10-08,Email,16301,385,20.51,23,1878.87
2023-09-01,Paid Search,50214,1466,1469.43,49,4363.48
2024-12-29,Email,24698,619,39.2,35,3254.1
2024-02-24,Paid Search,54245,2071,2330.29,63,5734.14
2024-05-15,Display,142264,490,213.94,5,306.71
2024-05-24,Email,18993,533,33.53,29,2483.46
2024-09-27,Email,18957,467,26.89,21,1955.99
2024-12-28,Paid Search,75426,2571,3433.32,107,7294.91
2023-02-07,Paid Search,58266,2077,2259.83,68,6256.08
2024-07-12,Video,28337,237,216.95,4,306.11
2024-12-09,Email,27185,674,35.83,35,3151.51
2023-08-20,Paid Social,96554,1115,779.41,22,1455.22
2023-03-13,paid search,54802,1964,2408.33,69,5303.18
2023-08-19,Video,43764,295,258.28,5,370.52
2023-08-15,Paid Search,46371,1581,1795.91,78,5984.47
2023-06-30,Display,130226,513,268.94,4,203.94
2024-10-31,Paid Search,69900,2510,3055.1,109,7757.01
2023-06-01,Video,37472,288,246.3,4,289.02
2024-10-24,Video,61721,501,461.06,6,398.99
2023-11-17,Paid Social,106932,1347,853.76,22,1464.61
2024-05-20,Paid Social,106726,1394,835.43,26,1869.55
2024-06-09,Video,56275,452,382.03,9,631.03
2024-12-24,Video,75600,645,593.62,11,821.93
2024-12-06,Paid Social,157201,1951,1318.34,41,2719.98
2024-05-26,Paid Social,110603,1498,1135.38,31,2174.36
2024-04-13,Paid_Search,66998,2301,2342.65,89,7529.01
2024-03-28,Paid Social,103429,1248,883.28,27,1704.13
2024-07-09,Email,17323,466,27.2,29,2311.62
2024-04-22,Video,56596,421,345.67,5,311.75
2023-06-07,Video,43385,352,321.47,5,393.85
2023-04-04,Paid Social,84645,1093,706.28,23,1610.93
2024-08-18,Paid Social,111513,1291,871.48,21,1375.64
2024-12-05,Video,70236,610,573.5,8,673.5
2023-04-13,Video,43546,363,334.12,6,569.68
2023-04-25,Paid Social,96862,1209,989.19,22,1565.44
2023-02-16,Email,14931,405,24.75,23,2022.02
2023-12-04,Email,25492,574,38.16,31,3019.38
2023-01-20,Display,103508,343,163.69,2,118.83
2023-03-20,paid search,40486,1425,1646.66,61,5103.99
2023-06-02,Email,16193,410,25.27,20,1985.13
2023-12-28,Video,81588,640,676.59,12,821.43
2024-07-26,Paid Social,78008,835,544.64,18,1195.9
2024-10-11,Email,24005,661,41.34,28,2215.09
2024-06-05,Paid Social,93137,1172,799.53,21,1372.06
2023-10-24,Video,44513,330,300.78,5,317.01
2023-12-12,Email,22552,491,30.86,26,2134.9
2023-06-05,Display,128132,568,298.3,6,334.27
2024-03-24,Video,63244,573,605.44,7,462.66
2023-06-23,Email,18170,520,26.57,32,2666.75
2024-02-14,Paid Social,87472,1177,864.33,24,1412.26
2023-08-30,Paid_Search,47844,1559,1743.69,88,7071.28
2023-09-20,Paid Social,100080,1153,738.56,22,1479.4
2023-01-04,Email,14113,320,20.5,18,1827.22
2024-06-27,Email,17819,518,32.8,26,2430.3
2024-06-10,Paid Search,60998,1934,2310.48,77,6731.38
2023-03-09,Paid Social,91062,985,672.88,18,1242.58
2024-12-14,Paid Search,107267,4034,4401.09,174,14777.34
2023-05-12,Email,20189,398,24.68,22,1884.93
2023-02-23,Video,35579,288,216.14,4,277.7
2023-01-08,Paid Social,89461,1064,637.79,17,1256.24
2023-06-04,Email,14914,413,26.66,23,2461.54
2024-01-27,Paid Social,103957,1164,771.47,29,2036.08
2024-03-25,Paid Social,100131,1163,803.61,24,1852.43
2024-07-31,Paid Social,77163,988,730.23,23,1431.58
2024-03-02,Paid Social,136858,1733,1127.74,31,2311.96
2024-12-02,Display,205759,751,655.47,17,947.48
2024-05-09,Video,41975,345,315.78,5,381.33
2023-01-27,Paid Social,63753,740,519.77,19,1175.61
2024-02-11,Display,120604,490,240.87,4,221.34
2024-03-05,Paid Search,55027,1753,2267.27,66,5213.99
2023-03-13,Video,34679,245,224.36,5,367.35
2024-02-19,Email,14224,401,22.76,22,1702.9
2024-10-15,Video,55349,407,390.12,6,398.03
2024-10-27,Paid Social,161323,1831,1236.68,30,1749.0
2023-09-21,Paid Search,74324,2549,3152.22,82,7204.56
2023-07-28,paid_social,86711,1118,776.74,26,1691.35
2024-11-07,Email,27762,813,46.24,37,3188.7
2024-07-01,Paid Search,53129,1692,1992.56,98,8785.72
2024-03-30,Paid Search,57015,1789,2258.0,82,6477.66
2023-12-05,Paid Search,81805,2447,2629.07,90,6195.71
2023-01-27,Paid Search,42564,1298,1638.79,50,3366.58
2024-08-14,Display,134379,567,293.7,5,308.95
2023-03-04,Display,146690,571,281.74,6,320.22
2024-06-20,Paid Search,70170,2402,3121.38,87,5849.22
2024-06-22,Display,156113,683,303.56,7,441.1
2023-01-14,Email,11368,271,15.99,16,1621.95
2024-05-10,Display,156986,643,326.61,7,430.07
2023-01-01,Paid Search,41262,1302,1659.07,60,3850.47
2024-04-17,Video,40256,344,293.72,5,324.02
2023-12-26,Paid Social,141771,1559,1256.07,27,1632.2
2024-02-12,Paid Search,59707,1995,2592.67,69,5542.91
2023-03-02,Paid Search,65321,1961,2521.57,75,5814.24
2023-04-26,paid search,46791,1872,2482.25,72,5823.87
2024-11-30,Paid Social,147756,1885,2761.69,73,5681.73
2024-08-03,Paid Search,48427,1473,1918.07,54,4043.25
2024-09-12,Video,61906,511,446.52,6,344.26
2024-10-21,Video,57116,519,455.18,8,642.5
2023-11-13,Display,176652,759,343.72,8,491.87
2024-02-20,Paid Social,69943,842,657.71,17,1068.48
2023-01-20,Paid Social,71137,801,552.77,18,1143.69
2024-10-18,Display,139228,585,324.23,6,325.25
2024-06-15,Paid Social,119813,1625,1144.64,35,2713.04
2023-02-12,Paid Social,78868,987,789.29,21,1444.03
2024-05-10,Email,19818,477,31.32,27,2649.12
2023-03-18,Display,138792,530,241.94,6,377.66
2024-04-24,Paid Social,94727,1092,694.59,29,1866.92
2023-07-24,Paid Social,97170,1211,903.65,21,1223.38
2023-07-30,Email,12313,285,15.52,17,1352.51
2024-03-30,Display,134192,482,255.96,4,245.68
2024-07-31,Paid Search,58337,2149,2608.19,81,6111.42
2023-05-14,Email,13496,380,20.69,15,1489.31
2024-10-05,Paid Search,67908,2084,2754.6,117,10087.64
2024-04-05,Paid Social,104456,1144,852.4,18,1324.68
2023-11-16,Paid Social,122843,1700,1364.4,42,2953.0
2024-07-01,Video,37957,265,265.3,3,205.47
2023-06-19,Video,59220,456,421.16,10,734.11
2024-09-14,Paid Social,114151,1652,1152.0,43,2430.25
2023-10-13,Paid Search,57414,2182,2818.64,96,8067.56
2023-07-16,Email,13536,320,20.53,19,1537.08
2024-05-29,Email,21817,444,25.61,26,2407.53
2024-02-06,Video,43520,309,277.28,3,185.16
2023-06-20,Paid Search,51698,1723,2223.49,69,5534.04
2023-08-25,Video,47423,377,282.98,6,414.8
2024-07-19,Email,16391,436,28.4,22,1947.46
2023-12-25,Email,35256,951,62.37,46,4047.33
2023-07-03,Video,39276,267,368.89,8,654.72
2024-02-11,Video,57803,435,385.07,6,456.26
2024-03-02,Video,59209,452,371.2,6,430.27
2023-08-08,Paid Search,59673,2446,3053.66,113,9979.54
2023-05-02,Display,129183,483,243.79,5,363.89
2024-11-05,Paid Search,81027,2432,2593.11,89,6936.25
2024-03-28,Display,161722,531,260.4,5,319.09
2023-11-05,Display,219181,918,417.34,8,562.99
2023-12-30,Video,90915,733,804.69,10,613.1
2023-12-19,Email,29434,730,42.19,39,3666.33
2023-02-12,Email,13610,335,24.51,14,1444.3
2023-05-05,Email,20398,522,30.71,29,2498.7
2023-12-14,Video,79885,686,613.12,11,729.04
2024-12-06,Video,65904,622,574.26,7,590.97
2023-02-10,Video,38051,266,244.38,4,279.27
2023-06-02,Display,156910,674,301.73,7,502.86
2024-03-16,Display,157234,566,418.89,7,387.92
2023-07-28,Video,37027,256,248.9,3,242.32
2023-10-23,Video,43823,368,380.4,6,378.16
2023-04-22,Email,13530,319,18.8,11,863.4
2023-02-27,Email,14194,423,22.71,19,1839.1
2023-04-16,Video,57144,475,433.44,7,546.69
2024-10-30,Display,130742,568,275.61,5,315.13
2023-12-26,Video,73030,543,475.14,8,546.78
2024-05-07,Video,60856,466,409.38,9,690.33
2023-09-11,PaidSearch,58617,1887,2387.57,83,6869.9
2024-05-28,Video,54112,477,426.37,11,752.06
2023-01-10,Paid Search,45518,1738,2123.24,77,6046.73
2024-12-17,Paid Social,185656,2632,1848.51,69,4356.95
2024-06-29,Paid Social,107255,1177,873.29,20,1368.28
2024-06-30,Video,45909,366,327.92,6,392.35
2024-09-09,Email,21097,564,39.72,25,2076.35
2023-10-23,Paid Search,63010,2720,2904.85,103,9528.31
2024-01-11,Email,17451,444,26.87,23,1752.0
2023-02-23,Paid Search,55024,1956,2414.19,79,6162.05
2024-04-21,Paid Search,54418,2061,2187.77,76,6347.69
2023-11-25,Paid Search,56848,2092,3725.12,166,11153.25
2023-06-07,Display,119714,469,224.68,5,346.43
2023-07-11,Paid Search,58854,1963,2818.57,78,6337.38
2024-07-28,Email,16697,376,20.65,18,1638.85
2024-06-14,Paid Social,128510,1293,880.38,31,1743.55
2024-09-07,Paid Search,53880,1884,1969.32,62,5370.34
2023-04-20,Paid Social,83451,821,600.1,23,1717.86
2023-09-28,Paid Search,57973,2146,2322.34,91,8594.38
2024-04-27,Video,46196,400,392.0,5,468.26
2023-10-29,paid search,61511,1744,2085.59,94,7429.68
2024-01-01,Paid Search,54044,2062,2803.04,72,5490.25
2023-06-03,Email,15372,405,27.12,20,1885.79
2024-02-15,Display,126011,476,301.57,4,188.65
2023-03-25,Display,164011,642,361.63,7,364.28
2023-01-14,Paid Social,82702,1064,802.65,24,1544.36
2023-09-13,Email,15979,392,22.12,20,1787.56
2024-09-10,Email,24785,681,43.56,31,3053.1
